,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
646,12580,Maryland,24005,12580,Female,6 up to 10,0,1,62,highschool,,55-64,White~H,3.904761905
654,38300,Pennsylvania,42003,38300,Male,None,1,0,77,college_degree,,65+,White~H,1.261904762
656,38300,Pennsylvania,42003,38300,Female,6 up to 10,0,1,54,some_college,,45-54,White~H,2.037735849
658,38300,Pennsylvania,42003,38300,Female,1 up to 5,0,1,20,highschool,,18-24,White~H,3.166666667
660,38300,Pennsylvania,42003,38300,Female,11 up to 20,0,1,75,lt_highschool,,65+,White~H,3.5
676,33340,Wisconsin,55079,33340,Female,6 up to 10,0,1,97 or older,college_degree,,65+,White~H,1.333333333
678,41860,California,06075,41860,Female,,0,1,23,some_college,,18-24,Other,3.226415094
680,41860,California,06041,41860,Female,11 up to 20,0,1,73,highschool,,65+,Hispanic,3.958333333
681,0,Missouri,29213,14700,Male,None,1,0,71,highschool,,65+,White~H,2.377358491
682,27900,Missouri,29145,27900,Male,6 up to 10,0,1,,college_degree,,,White~H,1.660377358
688,0,Ohio,39143,23380,Female,11 up to 20,0,1,30,some_college,,25-34,Hispanic,3.041666667
694,31900,Ohio,39139,31900,Female,1 up to 5,0,1,61,college_degree,,55-64,White~H,1.037735849
695,45780,Ohio,39095,45780,Male,6 up to 10,0,1,34,highschool,,25-34,Black~H,3.645833333
710,42660,Washington,53033,42660,Female,1 up to 5,0,1,40,lt_highschool,,35-44,Hispanic,4.958333333
718,36220,Texas,48135,36220,Male,1 up to 5,0,1,19,highschool,,18-24,Hispanic,2.547619048
724,31340,Virginia,51680,31340,Male,1 up to 5,0,1,,,,,Black~H,3.238095238
742,17460,Ohio,39085,17460,Female,1 up to 5,0,1,97 or older,lt_highschool,,65+,White~H,4.4375
752,0,Georgia,13175,20140,Female,1 up to 5,0,1,,college_degree,,,White~H,1.924528302
762,22220,Arkansas,05143,22220,Female,1 up to 5,0,1,31,lt_highschool,,25-34,Hispanic,5.375
765,22900,Arkansas,05131,22900,Female,1 up to 5,0,1,84,some_college,,65+,White~H,1.037735849
785,30780,Arkansas,05119,30780,Female,None,1,0,85,some_college,,65+,White~H,1.018867925
794,31140,Kentucky,21111,31140,Female,1 up to 5,0,1,40,post_college_degree,,35-44,White~H,2.541666667
820,38900,Oregon,41067,38900,Female,1 up to 5,0,1,,lt_highschool,,,Hispanic,2.358490566
843,0,Minnesota,27083,32140,Female,11 up to 20,0,1,20,highschool,,18-24,White~H,1.729166667
862,0,Washington,53025,34180,Male,6 up to 10,0,1,75,some_college,,65+,White~H,1.479166667
864,28420,Washington,53005,28420,Female,1 up to 5,0,1,68,highschool,,65+,White~H,2.708333333
873,41860,California,06013,41860,Male,6 up to 10,0,1,,post_college_degree,,,Other,1.754716981
894,17140,Ohio,39017,17140,Male,6 up to 10,0,1,79,some_college,,65+,White~H,1.541666667
908,19780,Iowa,19153,19780,Female,More than 20,0,1,80,highschool,,65+,White~H,3.380952381
915,35620,New York,36059,35620,Male,1 up to 5,0,1,76,highschool,,65+,White~H,4.041666667
921,29620,Michigan,26037,29620,Male,11 up to 20,0,1,21,highschool,,18-24,White~H,3.452380952
931,10580,New York,36083,10580,Female,6 up to 10,0,1,,some_college,,,White~H,2.270833333
948,0,Arizona,04003,43420,Female,None,1,0,30,trade_school_hs,,25-34,Hispanic,3.150943396
949,0,California,06035,45000,Female,None,1,0,,some_college,,,,2.523809524
950,39820,California,06035,45000,Female,1 up to 5,0,1,68,some_college,,65+,White~H,1.132075472
980,0,Oregon,41043,10540,Female,More than 20,0,1,64,some_college,,55-64,White~H,1.404761905
986,23420,California,06019,23420,Female,1 up to 5,0,1,76,college_degree,,65+,White~H,1.285714286
988,47300,California,06107,47300,Female,6 up to 10,0,1,67,highschool,,65+,Other,4.4375
1002,33100,Florida,12099,33100,Male,1 up to 5,0,1,79,post_college_degree,,65+,,1.354166667
1007,33100,Florida,12099,33100,Female,None,1,0,,some_college,,,White~H,2.6875
1009,31100,Alaska,02110,27940,Male,None,1,0,23,some_college,,18-24,White~H,2.981132075
1013,31100,California,06037,31080,Male,1 up to 5,0,1,,some_college,,,,2.283018868
1014,31100,California,06037,31080,Female,1 up to 5,0,1,44,trade_school_hs,,35-44,White~H,4.716981132
1016,0,Iowa,19055,,Female,1 up to 5,0,1,69,some_college,,65+,White~H,1
1021,42540,Pennsylvania,42069,42540,Female,More than 20,0,1,21,some_college,,18-24,White~H,4.395833333
1023,0,Pennsylvania,42107,39060,Male,1 up to 5,0,1,83,highschool,,65+,White~H,2.395833333
1031,27620,Missouri,29027,27620,Male,6 up to 10,0,1,52,some_college,,45-54,White~H,1.962264151
1032,0,Missouri,29141,,Female,None,1,0,75,highschool,,65+,White~H,2.301886792
1033,0,Missouri,29007,33020,Female,6 up to 10,0,1,54,highschool,,45-54,White~H,2.020833333
1035,27620,Missouri,29051,27620,Male,1 up to 5,0,1,,college_degree,,,White~H,1.428571429
1038,0,Missouri,29187,22100,Female,1 up to 5,0,1,78,highschool,,65+,White~H,1.854166667
1040,43780,Indiana,18141,43780,Female,1 up to 5,0,1,62,lt_highschool,,55-64,White~H,4
1059,40380,New York,36055,40380,Male,6 up to 10,0,1,40,post_college_degree,,35-44,White~H,3
1063,40380,New York,36055,40380,Female,11 up to 20,0,1,74,post_college_degree,,65+,White~H,1.018867925
1071,40380,New York,36055,40380,Female,More than 20,0,1,18,highschool,,18-24,Hispanic,3.433962264
1080,27140,Mississippi,28049,27140,Female,None,1,0,54,college_degree,,45-54,Black~H,1.905660377
1082,38060,Arizona,04013,38060,Male,1 up to 5,0,1,,highschool,,,White~H,3.509433962
1083,38060,Arizona,04013,38060,Female,1 up to 5,0,1,,some_college,,,Hispanic,2.833333333
1094,31700,New Hampshire,33015,14460,Female,11 up to 20,0,1,48,post_college_degree,,45-54,White~H,3.142857143
1103,0,Kentucky,21235,30940,Female,6 up to 10,0,1,45,some_college,,45-54,White~H,2.104166667
1109,0,Kentucky,21195,,Male,6 up to 10,0,1,46,lt_highschool,,45-54,White~H,3.830188679
1110,26580,Kentucky,21019,26580,Male,1 up to 5,0,1,71,some_college,,65+,White~H,1.283018868
1115,0,New York,36109,27060,Female,1 up to 5,0,1,20,some_college,,18-24,White~H,2.056603774
1121,31540,Wisconsin,55127,48580,Male,1 up to 5,0,1,38,post_college_degree,,35-44,White~H,1.261904762
1125,31540,Wisconsin,55021,31540,Female,6 up to 10,0,1,77,college_degree,,65+,White~H,1
1131,36140,New Jersey,34009,36140,Male,6 up to 10,0,1,55,post_college_degree,,55-64,White~H,1.132075472
1133,35620,New Jersey,34029,35620,Male,1 up to 5,0,1,60,some_college,,55-64,White~H,2.5
1143,37980,Pennsylvania,42029,37980,Male,1 up to 5,0,1,63,some_college,,55-64,White~H,1.452830189
1147,37980,Pennsylvania,42045,37980,Male,More than 20,0,1,76,some_college,,65+,White~H,3
1164,33460,Minnesota,27037,33460,Female,1 up to 5,0,1,33,lt_highschool,,25-34,Hispanic,3.641509434
1176,18140,Ohio,39049,18140,Female,6 up to 10,0,1,68,some_college,,65+,White~H,1.261904762
1189,34980,Tennessee,47037,34980,Female,None,1,0,62,post_college_degree,,55-64,White~H,1.428571429
1192,26100,Michigan,26139,24340,Female,11 up to 20,0,1,48,some_college,,45-54,White~H,2.30952381
1199,14460,Massachusetts,25025,14460,Male,1 up to 5,0,1,,post_college_degree,,,,2.083333333
1200,14460,Massachusetts,25017,14460,Male,11 up to 20,0,1,51,some_college,,45-54,White~H,3.214285714
1203,14460,Massachusetts,25025,14460,Female,6 up to 10,0,1,20,some_college,,18-24,Black~H,4
1212,0,Illinois,17193,,Male,,0,1,68,lt_highschool,,65+,White~H,3.541666667
1213,0,Illinois,17079,,Male,1 up to 5,0,1,85,,,65+,White~H,2.791666667
1226,41740,California,06085,41940,Female,More than 20,0,1,80,highschool,,65+,White~H,2.58490566
1243,31100,California,06037,31080,Female,1 up to 5,0,1,79,some_college,,65+,White~H,1.857142857
1246,31100,California,06037,31080,Female,11 up to 20,0,1,50,some_college,,45-54,Hispanic,3.5
1248,31100,California,06037,31080,Female,6 up to 10,0,1,52,highschool,,45-54,Hispanic,4.264150943
1258,16980,Illinois,17043,16980,Male,None,1,0,,college_degree,,,White~H,2.023809524
1261,16980,Illinois,17043,16980,Female,11 up to 20,0,1,48,highschool,,45-54,White~H,5.5
1263,16980,Illinois,17031,16980,Male,More than 20,0,1,66,trade_school_hs,,65+,Hispanic,4
1269,35620,New York,36103,35620,Male,More than 20,0,1,40,lt_highschool,,35-44,Hispanic,3.479166667
1272,35620,New York,36103,35620,Male,6 up to 10,0,1,,post_college_degree,,,White~H,1.566037736
1275,41180,Missouri,29189,41180,Male,None,1,0,62,post_college_degree,,55-64,White~H,1.69047619
1277,41180,Missouri,29183,41180,Male,1 up to 5,0,1,48,college_degree,,45-54,White~H,1.264150943
1280,41180,Missouri,29099,41180,Female,More than 20,0,1,34,trade_school_hs,,25-34,White~H,3.875
1285,0,Iowa,19171,,Female,1 up to 5,0,1,38,college_degree,,35-44,White~H,1.5625
1301,33460,Minnesota,27163,33460,Female,1 up to 5,0,1,61,highschool,,55-64,White~H,2.645833333
1315,31100,California,06111,37100,Female,1 up to 5,0,1,54,lt_highschool,,45-54,Hispanic,5.761904762
1320,0,Mississippi,28107,,Female,1 up to 5,0,1,60,some_college,,55-64,Black~H,1.490566038
1321,0,Mississippi,28081,46180,Female,1 up to 5,0,1,28,some_college,,25-34,Black~H,2.041666667
1325,12060,Georgia,13089,12060,Male,1 up to 5,0,1,69,lt_highschool,,65+,Black~H,6.071428571
1326,12060,Georgia,13247,12060,Female,6 up to 10,0,1,57,college_degree,,55-64,White~H,1
1342,0,North Dakota,38089,19860,Male,1 up to 5,0,1,79,highschool,,65+,White~H,2.433962264
1356,47900,Virginia,51059,47900,Male,1 up to 5,0,1,40,post_college_degree,,35-44,White~H,3.283018868
1359,47900,Texas,48453,12420,Female,1 up to 5,0,1,22,college_degree,,18-24,White~H,2.395833333
1363,47900,Virginia,51510,47900,Female,None,1,0,75,some_college,,65+,White~H,2.208333333
1369,47900,Virginia,51059,47900,Female,None,1,0,62,college_degree,,55-64,White~H,2.458333333
1372,16740,North Carolina,37119,16740,Female,None,1,0,56,college_degree,,55-64,White~H,1.428571429
1373,16740,North Carolina,37119,16740,Female,1 up to 5,0,1,,some_college,,,White~H,2
1376,25860,North Carolina,37109,16740,Female,11 up to 20,0,1,18,lt_highschool,,18-24,White~H,4.520833333
1391,0,Georgia,13157,27600,Female,6 up to 10,0,1,76,lt_highschool,,65+,White~H,3.770833333
1396,17980,Georgia,13215,17980,Female,11 up to 20,0,1,,,,,,3.037735849
1400,0,Georgia,13285,29300,Male,1 up to 5,0,1,60,post_college_degree,,55-64,White~H,1.150943396
1409,16980,Illinois,17031,16980,Male,6 up to 10,0,1,44,college_degree,,35-44,White~H,2.958333333
1410,16980,Illinois,17031,16980,Male,1 up to 5,0,1,24,college_degree,,18-24,Other,2.976190476
1412,16980,Illinois,17031,16980,Female,1 up to 5,0,1,,some_college,,,Black~H,2.528301887
1413,16980,Illinois,17031,16980,Male,None,1,0,40,lt_highschool,,35-44,Hispanic,4.716981132
1415,16980,Illinois,17031,16980,Female,11 up to 20,0,1,53,highschool,,45-54,Black~H,3.520833333
1418,0,Iowa,19035,,Male,6 up to 10,0,1,65,highschool,,65+,White~H,1.8125
1419,0,Iowa,19035,,Female,6 up to 10,0,1,70,some_college,,65+,White~H,1
1437,31100,California,06061,40900,Female,1 up to 5,0,1,,some_college,,,,2.476190476
1439,31100,California,06059,31080,Female,1 up to 5,0,1,88,some_college,,65+,White~H,2.729166667
1466,25420,Pennsylvania,42041,25420,Female,1 up to 5,0,1,80,college_degree,,65+,White~H,1.479166667
1469,30140,Pennsylvania,42011,39740,Female,11 up to 20,0,1,19,some_college,,18-24,White~H,1.471698113
1471,29540,Arkansas,05039,,Male,1 up to 5,0,1,40,lt_highschool,,35-44,White~H,4.357142857
1476,25420,Pennsylvania,42041,25420,Female,1 up to 5,0,1,88,lt_highschool,,65+,White~H,3.976190476
1479,49620,Pennsylvania,42133,49620,Male,11 up to 20,0,1,67,lt_highschool,,65+,Black~H,3.395833333
1487,35620,New York,36081,35620,Female,More than 20,0,1,47,highschool,,45-54,White~H,4.622641509
1493,35620,New York,36047,35620,Female,1 up to 5,0,1,19,highschool,,18-24,Black~H,2.520833333
1523,45300,Florida,12101,45300,Female,1 up to 5,0,1,47,college_degree,,45-54,White~H,2.785714286
1524,45300,Florida,12103,45300,Male,1 up to 5,0,1,64,some_college,,55-64,,1.479166667
1532,35620,New Jersey,34025,35620,Female,6 up to 10,0,1,60,some_college,,55-64,Black~H,1
1534,35620,New Jersey,34023,35620,Female,None,1,0,,highschool,,,Hispanic,4.071428571
1535,35620,New Jersey,34029,35620,Female,None,1,0,,highschool,,,White~H,4.404761905
1536,35620,New Jersey,34023,35620,Female,11 up to 20,0,1,,college_degree,,,White~H,2.867924528
1538,35620,New Jersey,34029,35620,Male,11 up to 20,0,1,45,college_degree,,45-54,White~H,1.396226415
1540,33780,Michigan,26115,33780,Male,1 up to 5,0,1,54,college_degree,,45-54,,1.962264151
1544,11460,Michigan,26161,11460,Male,1 up to 5,0,1,30,lt_highschool,,25-34,White~H,6.071428571
1548,48260,Ohio,39081,48260,Female,More than 20,0,1,59,highschool,,55-64,White~H,2.641509434
1554,18140,Ohio,39089,18140,Male,6 up to 10,0,1,,post_college_degree,,,White~H,1.428571429
1556,0,Ohio,39009,11900,Female,11 up to 20,0,1,77,some_college,,65+,White~H,1
1557,0,Ohio,39119,49780,Male,More than 20,0,1,33,highschool,,25-34,White~H,3.229166667
1558,48260,Ohio,39081,48260,Female,1 up to 5,0,1,18,lt_highschool,,18-24,White~H,3.833333333
1559,0,Ohio,39157,35420,Male,More than 20,0,1,47,college_degree,,45-54,White~H,1.285714286
1565,47260,Virginia,51710,47260,Female,6 up to 10,0,1,77,lt_highschool,,65+,Black~H,4.716981132
1569,47260,Virginia,51650,47260,Female,More than 20,0,1,,highschool,,,White~H,4.571428571
1575,40140,California,06071,40140,Female,None,1,0,76,some_college,,65+,White~H,1.377358491
1582,41740,California,06073,41740,Female,1 up to 5,0,1,81,some_college,,65+,White~H,1.625
1587,33460,Minnesota,27053,33460,Male,11 up to 20,0,1,79,some_college,,65+,White~H,1.928571429
1593,33460,Minnesota,27003,33460,Male,11 up to 20,0,1,,college_degree,,,,2.261904762
1596,0,Indiana,18103,37940,Female,1 up to 5,0,1,67,highschool,,65+,Other,3.452380952
1597,29140,Indiana,18157,29200,Female,6 up to 10,0,1,81,highschool,,65+,White~H,2.380952381
1602,29020,Indiana,18067,29020,Female,1 up to 5,0,1,19,highschool,,18-24,White~H,3.404761905
1607,12060,Georgia,13151,12060,Male,1 up to 5,0,1,76,trade_school_hs,,65+,White~H,3.261904762
1608,12060,Georgia,13057,12060,Female,1 up to 5,0,1,85,highschool,,65+,White~H,3.333333333
1610,12060,Georgia,13113,12060,Male,1 up to 5,0,1,78,college_degree,,65+,White~H,1.166666667
1621,12060,Georgia,13151,12060,Female,More than 20,0,1,82,highschool,,65+,White~H,1.886792453
1622,12060,Georgia,13135,12060,Male,11 up to 20,0,1,69,highschool,,65+,White~H,2.5625
1631,16980,Illinois,17031,16980,Female,More than 20,0,1,79,lt_highschool,,65+,Black~H,4.208333333
1632,16980,Illinois,17031,16980,Female,1 up to 5,0,1,18,highschool,,18-24,Hispanic,3.738095238
1642,39900,Nevada,32031,39900,Male,1 up to 5,0,1,,post_college_degree,,,Black~H,1.166666667
1644,14460,Massachusetts,25021,14460,Female,1 up to 5,0,1,68,college_degree,,65+,White~H,1.018867925
1649,14460,Massachusetts,25009,14460,Male,6 up to 10,0,1,,college_degree,,,,1.188679245
1651,14460,Massachusetts,25009,14460,Male,1 up to 5,0,1,,post_college_degree,,,White~H,2.1875
1652,14460,Massachusetts,25017,14460,Female,11 up to 20,0,1,55,post_college_degree,,55-64,White~H,1.476190476
1655,45820,Kansas,20177,45820,Male,None,1,0,40,highschool,,35-44,Black~H,4.476190476
1658,0,Kansas,20003,,Female,1 up to 5,0,1,77,lt_highschool,,65+,White~H,2.716981132
1662,0,Kansas,20061,27920,Male,11 up to 20,0,1,,some_college,,,,1.833333333
1666,33100,Florida,12081,35840,Female,None,1,0,27,college_degree,,25-34,Other,6.071428571
1671,41620,Utah,49035,41620,Female,1 up to 5,0,1,62,highschool,,55-64,White~H,3.476190476
1676,41620,Utah,49035,41620,Male,1 up to 5,0,1,22,some_college,,18-24,White~H,3.458333333
1678,39340,Utah,49049,39340,Female,6 up to 10,0,1,51,some_college,,45-54,White~H,2.520833333
1682,41620,Utah,49035,41620,Female,6 up to 10,0,1,22,highschool,,18-24,Hispanic,5.80952381
1684,0,Vermont,50025,,Female,None,1,0,61,college_degree,,55-64,White~H,1.1875
1685,0,Ohio,39017,17140,Female,None,1,0,80,highschool,,65+,White~H,3.785714286
1696,0,South Carolina,45009,,Male,6 up to 10,0,1,,highschool,,,Black~H,2.283018868
1697,17900,South Carolina,45063,17900,Male,More than 20,0,1,62,college_degree,,55-64,,1.541666667
1702,40060,Virginia,51087,40060,Female,1 up to 5,0,1,26,post_college_degree,,25-34,White~H,3.301886792
1704,40060,Virginia,51087,40060,Female,1 up to 5,0,1,32,some_college,,25-34,Black~H,4.19047619
1709,47260,Virginia,51073,47260,Female,6 up to 10,0,1,,highschool,,,White~H,4.094339623
1712,40060,Virginia,51730,40060,Female,1 up to 5,0,1,,college_degree,,,White~H,1.981132075
1713,37100,California,06111,37100,Male,None,1,0,43,college_degree,,35-44,White~H,3.833333333
1718,37100,California,06111,37100,Female,None,1,0,50,,,45-54,White~H,1.301886792
1723,0,Texas,48129,,Female,6 up to 10,0,1,,,,,White~H,1.761904762
1733,45460,Indiana,18167,45460,Female,,0,1,18,highschool,,18-24,White~H,3.169811321
1738,17140,Indiana,18029,17140,Male,6 up to 10,0,1,46,highschool,,45-54,White~H,2.735849057
1739,21780,Indiana,18051,,Male,11 up to 20,0,1,46,highschool,,45-54,White~H,2.761904762
1747,45300,Florida,12057,45300,Female,None,1,0,66,lt_highschool,,65+,White~H,3.094339623
1755,21500,Pennsylvania,42049,21500,Female,6 up to 10,0,1,,some_college,,,White~H,2.833333333
1756,0,Pennsylvania,42061,26500,Female,1 up to 5,0,1,45,highschool,,45-54,White~H,3.094339623
1759,21500,Pennsylvania,42049,21500,Male,11 up to 20,0,1,19,highschool,,18-24,White~H,3.320754717
1761,11020,Pennsylvania,42013,11020,Female,11 up to 20,0,1,27,highschool,,25-34,White~H,4.716981132
1764,0,Illinois,17075,,Female,None,1,0,77,some_college,,65+,White~H,1.270833333
1767,16980,Illinois,17197,16980,Male,11 up to 20,0,1,48,some_college,,45-54,White~H,2.571428571
1772,40420,Illinois,17201,40420,Male,1 up to 5,0,1,66,post_college_degree,,65+,White~H,1
1777,16980,Illinois,17197,16980,Female,1 up to 5,0,1,82,some_college,,65+,White~H,1.166666667
1789,28140,Missouri,29047,28140,Male,11 up to 20,0,1,47,college_degree,,45-54,White~H,1.264150943
1792,19100,Texas,48439,19100,Male,11 up to 20,0,1,71,highschool,,65+,White~H,2.9375
1795,19100,Texas,48439,19100,Male,1 up to 5,0,1,,college_degree,,,White~H,1
1798,19100,Texas,48439,19100,Male,1 up to 5,0,1,65,post_college_degree,,65+,Black~H,1.716981132
1808,31100,California,06037,31080,Female,1 up to 5,0,1,60,highschool,,55-64,White~H,5.5
1811,31100,California,06037,31080,Male,1 up to 5,0,1,,college_degree,,,White~H,3
1818,0,North Carolina,37075,,Female,11 up to 20,0,1,62,college_degree,,55-64,White~H,1.283018868
1823,25860,North Carolina,37027,25860,Female,None,1,0,69,lt_highschool,,65+,White~H,3.770833333
1841,26420,Texas,48201,26420,Female,None,1,0,58,post_college_degree,,55-64,White~H,1.458333333
1847,0,South Carolina,45031,22500,Female,More than 20,0,1,36,some_college,,35-44,Black~H,3.023809524
1854,28740,New York,36111,28740,Male,1 up to 5,0,1,70,trade_school_hs,,65+,White~H,2.395833333
1855,39100,New York,36071,35620,Female,None,1,0,52,college_degree,,45-54,White~H,1.018867925
1857,28740,New York,36111,28740,Female,6 up to 10,0,1,61,college_degree,,55-64,White~H,1.150943396
1861,35620,New York,36087,35620,Female,1 up to 5,0,1,90,college_degree,,65+,,1.523809524
1862,16980,Illinois,17031,16980,Female,11 up to 20,0,1,63,post_college_degree,,55-64,White~H,1.5
1879,0,Florida,12123,,Male,None,1,0,58,some_college,,55-64,White~H,1.962264151
1882,37460,Florida,12005,37460,Male,1 up to 5,0,1,48,highschool,,45-54,Hispanic,2.520833333
1899,0,Kentucky,21151,40080,Male,6 up to 10,0,1,56,lt_highschool,,55-64,Black~H,4.471698113
1909,25540,Connecticut,09003,25540,Female,1 up to 5,0,1,84,some_college,,65+,White~H,1.791666667
1913,29460,Florida,12105,29460,Male,11 up to 20,0,1,,college_degree,,,White~H,1
